no,name,rarity,attribute,story,cutin1,cutin2,cutin3
765,[廻造王]ノア,6,闇,目を、開けた。暗闇の中、寝台に横たわるノアを月明かりが照らす。仰向けのまま、煙草を吸おうと探すものの、それはどこにも見つからず、彼女は再び虚空に目を移した。「Ｖ」は果たしてどうなったのか。そして世界は何故まだ此処に在るのか。思考は廻り、しかし答えは出ぬままにゆっくり静かに夜は更けていく。不意に部屋の扉が開いた。ノアは瞬間全てを悟る。そこに居たのは彼女が見知った帝国王の、見知らぬ若き日の姿。即ち「純血」。即ち其れは、繰り返された模造の座。,作業完了お先に失礼,悪いが私も模造品だ,おっと、忘れ物だ
766,[禍学王]ノア,6,闇火,三元老の指示により彼女は６つの命を造った。即ち「Ａ」から「Ｆ」のナンバーズ。既に稼働を開始しているオリジナルを含めシリーズの合計は７人となった。竜を葬り、神をうがつ。帝国が世界の全てを支配する為、ただその為だけに造り出された哀しき魂の奴隷たち。やがて彼らは気付くだろう。己の意義とその矛盾に。それならせめて、いつか安らぎを。そうして彼女は其れを造った。与えたナンバーは「Ｇ」。それは存在しないロストナンバー。ノアが託した、最後の「ゆらぎ」。,心までは造れんよ,まずい煙草だ,心だけでも足りんがな
767,[渦学王]ノア,6,闇水,ノアは、自身の監視を行い続けるその女軍人が嫌いでは無かった。「純血」では無い身でありながら大隊副隊長という地位にある彼女はしかし、心の底から帝国に尽くしているわけでも無く、それでいて、己の目的を遂行する為の意志は固い。その「ゆらぎ」をノアは気に入っていた。ゆらぎはいつか大きくなり、想定外の事象を引き起こす。彼女もかつてはそうだった。しかし今は、揺れ上りつつ霧散する、そのくわえた煙草の紫煙のように、誰も想わず、定めすらしない。,変わらないのは煙の味だけだ,悪いが私も暇じゃなくてな,特に忙しくも無いがな
768,[絶界神]あまてらす,6,火,女が男の名を呼んでいる。何度も何度も、繰り返し。それでも男の瞳は閉じたまま、呼ぶ声だけが虚しく響く。あまてらすは、はかなき人の生を思う。神たる自身にここまで迫り、使徒たちすらをも退けた。しかし、たった一つの致命の傷で、いとも容易に死に至る。眼下で死にゆく男のように、果てれば其処には何も遺らない。今、彼女は求めた解に達した。もはや此の地に未練は無い。憐れむ笑みを浮かべつつ、あまてらすは静かにその地を後にする。やがて、永く続いた夜が明けた。,一件落着…ですわ,満足満足…ですわ,安眠安眠…ですわ
769,[緋界神]あまてらす,6,火光,傘が、くるくる、廻ってる。その真っ白な部屋が好きだった。父と母の工房。鉄の匂いと火の暖かさ。或る日も夕刻、工房へと向かった。扉を開けて、目に飛び込んできたのは鮮やか過ぎる朱。部屋は真っ赤に染まっていた。四方の壁も天井も、床一面も全て紅。否、正確には飛び散りぬ濡らす、朱い紅い赤。そして、傘を廻す、長い髪の美しき人。或いはその奥、壁に押し、当てられた、かつてセツリの親だった「もの」。目が、廻る。傘はまだ、くるくる、くるくる、廻ってる。,自業自得…ですわ,痛快痛快…ですわ,不眠不休…ですわ
770,[偽界神]あまてらす,6,火闇,雨が、ざあざあ、降っている。木で造られた橋の下。住む場所無く、食べる物無く、拠り所無く生きていた。橋の隙間から射す雨が無慈悲に体の熱を奪う。誰も気遣う者は居ない。犬畜生にすら劣る。或いは何かの罪を犯すもいいが、犯す力はもはや無い。死を覚悟した。親に貰った唯一のお守り、「神楽」と名前が書かれた其れを、大事に抱いて眠りにつく。と、不意に雨が止んだ。目を開けると、そこには傘をさした、紅い衣の美しき人。雨はまだ、ざあざあ、ざあざあ、降っている。,因果応報…ですわ,脆弱脆弱…ですわ,年中無休…ですわ,愛別離苦……ですわ
771,[妃王]マリアンヌ,5,光,ドンの伝説はセント・クルスにある第七宿場街から始まる。今じゃ荒れ果て、朽ちたあの街さ。あそこは昔、悪名高いダイアモンド・ギルヴァって悪党が支配してた。違法酒場に違法カジノ。法のなんたるかなんて関係無いゴロツキ共のたまり場さ。そんな街にだ、セント・クルスの王妃、マリアンヌが視察に来るってんだから、さぁ大変なこった。さっそくギルヴァが誘拐計画なんて物騒なもの立ててた時、そう、あの赤いマントのガンマンはふらりと街に立ち寄ったんだ。（０２）,おどきになって貴方がた！,さぁ、いきますわよ！,さぁお立ちなさい！！
772,[白妃王]マリアンヌ,6,光,大方、ギルヴァに誘拐されそうになったマリアンヌをドンが助けた、なんて想像してたんだろ。残念だけどそりゃ違う。むしろ逆だ。マリアンヌは自分への誘拐計画を利用したのさ。誘拐されたように見せかけて逃げ出した。まったくとんだお転婆娘だ。で、その過程で彼女はギルヴァが一番金を掛けてた酒場を木っ端みじんに吹っ飛ばすんだが、それに巻き込まれたのがドンってわけだ。まぁ結局彼女を助ける事ににはなるんだが、その時、厄介な奴の恨みも買っちまったわけよ。（０３）,ごめんあそばせ貴方がた！,私が射ち抜きますわ！,諦めるにはまだ早くってよ！
773,[鏡渦王]ウォルター,5,水,ウォルターは或る「狭い世界」に暮らす、おかしな帽子屋である。本名をウォルトリアム・ハリ・ダークラウド・フォンラートIII世というが、そんな名前は彼自身、とうの昔に忘れてしまっていた。なぜなら彼は、自分が暮らすその世界の出来事が、毎日同じ繰り返しである事を知っている。自身が興じるお茶会も、今口にした答えの無い謎掛けも、或いはこれらの思考さえ、全ては「既に書かれた」事象であることを、おかしな帽子屋ウォルターは、即ち全てを知っていた。,ティータイムをどうぞ,お開きの時間です,貴方の望みは僕が叶える
774,[鏡禍王]ウォルター,6,水,繰り返す日々。ウォルターの持つ硝子時計は毎日同じ日付を示していた。今日も昨日と全く同じ。もうすぐ彼はハートの女王に呼び出され、いびられ、蹴られ、殴られる。多少の差異は在るものの、概ね其れの繰り返し。しかしその日は様子が違った。見た事も無い怪物が現れハートの兵を燃やし尽くす。ハートの女王が醜く何かを喚く中、しかし或る時唐突にその首は落ちる。血を浴び佇む少女が一人。おかしな帽子屋ウォルターの、針が止まった硝子時計が、その瞬間から時を刻む。,そろそろお茶にしましょうか,お仕置きの時間です,貴方がそれを望むなら
775,[泥王]ドロロ,5,闇,<span style="color:#FF1493"><strong>[GD7021 三十二の月・闇の讃日]</strong></span><br class="spacer">またやってしまった。なかなか計画どおりにはいかぬものです。ものを盗ったらすぐ逃げる、たったそれだけのことなのに。まずものを盗りに家にはいったら、おじいさんが倒れていました。あわてて助けを呼んでいたらいっぱい人があつまってきてしまったので、いそいで外に出たら、今度は子供が獣におそわれていて、いっしょうけんめい追い払ってたら盗ったもの全部わすれてきたです。,くじけません！,あしたはがんばります！
776,[大泥王]ドロロ,6,闇,<span style="color:#FF1493"><strong>[GD7021 三十四の月・闇の讃日]</strong></span><br class="spacer">「西」での暮らしにも、だいぶなれてきました。今日も、ものを盗りに出かけたら、このあいだ助けたおじいさんがいっぱい食べ物ををくれたし、いっしょうけんめい守った子のおうちでご飯をごちそうになりました。そのあと、となりの家のおばあちゃんのお話相手をして、そういえば村はずれに住んでいるお医者さんのお手伝いもしてお礼をもらいました。なのであしたも元気に、もの盗りいくです！,いっぱいいただくです！,あしたもがんばります！
777,[厄鬼王]アシュラ,5,火,大空の荒くれ者、炎と天とを司る「ひてん族」の長たる座を継いだアシュラは其の日、遥か過去より一族が憎む天敵「てんぐ族」を討ち滅ぼすことを、今は亡き父の墓前に誓った。あの日、焼け落ちた翼、腕に射たれた無数の矢、斬り裂かれた胸の傷。翼を持った見慣れぬ獣を引き連れ、変わり果てた父の亡骸をアシュラ達の前に堕とした三人。「てんぐ」の面を着けたその者たちの、首を必ず堕として帰ると、アシュラは憤怒に心を染めた。,芯の髄まで燃やしてやらぁ,燃えて散らすが火天の魂
778,[修羅王]アシュラ,6,火,其れは、憤怒に消されたはかなき想いで。「ひてん族」と［てんぐ族」。古来より犬猿の仲であった両者はしかし、或る時、一時の和解を見る。時のてんぐ族族長は、これより此の地に降り掛かる「災厄」を予見し、アシュラの父に和解と協力を申し出た。其の夜、盃を交わし合う父達の姿を見た幼きアシュラは、安堵の念を感じていた。右手の先に握られる、てんぐの面を着けた少女の左手に、温かな安堵の気持ちが込められるのを、其の時アシュラは、確かに感じていた。,修羅の焔で焼いてやらぁ,散る灰追わぬが修羅の道
779,[壊血王]オリヴァー,5,闇,或る農家の長男として生まれたオリヴァーは、いつしか自分が世界を救うことを夢見て旅に出たがその途中、海は荒れ、船は転覆し、砂漠の真ん中で倒れていると一羽の鳥が頭の上に止まり、その鳥の導きのまま竜と共に暮らすことを決意しつつ、それでも決して諦めぬと剣を向けたその先に居た神と共に酒を飲んでいると突然扉を叩く音があり、扉を開けばそこには夢のような光景が悪夢の幕開けを物語っていた老婆の息は途絶え、二度と彼の姿を見る者は無かった。,クヒャ！,今にも頭が割れそうだよ！
780,[死血王]オリヴァー,6,闇,<br class="spacer">切って、繋げて。壊して、直して。<br class="spacer">ボクの人生、継ぎ接ぎだらけ。<br class="spacer"><br class="spacer">,クヒャヒャヒャ！！,こんな頭はもういらないや！
781,[焔神皇]オーガスタス,6,火,それは怒りか、或いは怯えか。煮えたぎるマグマ。視界を遮る灼熱の蒸気。或る火山にて、その歴戦の老戦士は「朱竜」と呼ばれるドラゴンと対峙していた。それは、彼が出会ったどの敵よりも、遥かに強く、遥かに暴虐。そして今、その邪悪の権化の頬から顎に掛け、大きな傷が血に濡れ赤く艶めいていた。それは怒りか、或いは怯えか、朱竜の雄叫びが耳を貫く。その目を静かに、しかし確かに見据えながら、オーガスタスは、遺す数多の部下の顔、そして妻の笑顔を思い出していた。,まだまだ手ぬるいな！,最後の際まで諦めんッ！！,本気で行くぞ、小僧ッ！！
782,[水騎皇]ルーク,6,水,ルークは悪食王が棲む城の、その階段に足をかけていた。階段の先、扉の向こうに恐らく彼女、ウルスラは居る。今こそ誓いを、果たす時。ルークの視線が、ゆっくり下がる。自身に掛けられ、そしてウルスラに架せられた呪いを解くには、最早、これしか策は無い。後からここに着すであろう、海姫リヴァイア、そしてメアリー。二人が決して迷わぬよう、否、とどまり迷うも、必ず呪いが「解かれる」よう、せめて己は、とルークは強く視線を上げ、重い石扉を押し開いた。,誓いを果たすは今ッ！,何があっても負けはしない！,私が必ず護り通す！
783,[偽聖皇]アラン,6,光,アランは手に持つ聖剣を見る。それが果たして本当に、「聖なる剣」であるのかと、彼は目を閉じそう思う。神か、或いは王か人か。いずれにしても誰かが定めたその価値が、真なる姿であるとは限らない。あの日、あの時、彼女の胸に突き立てられたその剣を引き抜いた瞬間から、アランにとって、既にそれは「聖なる剣」では無く、単なる「命を奪う物」であった。初めて奪った命の感触。その手触りを思い起こし、視界は暗く閉じたまま、手にした剣が、アランの喉を貫いた。,これが信じた正義の果てだ,光の果てには闇しか無い,死をこそ尊べ
784,[狂牙皇]エイゼル,6,闇,帝国に在る、一つの病室。其処に彼は居た。「魔眼」に心を破壊され、その眼を奪われ光を失くしてもまだ、その類稀なる屈強な意思が、かろうじてエイゼルの自我をその身にとどめ抜いている。彼には一人の息子が居た。既に母親と共にエイゼルの元を去ってはいたが、彼の病状を知り、懸命な看護を引き受けていた。その甲斐あってか、エイゼルを蝕む竜化の症状は、やがて一旦減衰してゆく。しかし或る時、病室を訪れた旅の女の「血」の施しが、善なる彼の心を、完全に砕いた。,う……ぁ……血が……,モット血ヲ寄越セエェエ！,ぐ……あ……まだ……だ
785,[虚絶皇]ジョセフ,6,無,いまや五騎士の中でも随一の実力を備え、他の四騎士を束ねる立場になったジョセフ。彼は、反政府組織「白の狩人」を根本から抹消するため、ついにその鎮圧作戦を決行した。作戦は三つの段階に分かれている。まず、既にこちらの手札となった、ルドルフ、並びにクレメンスが率いる「反組織」集団を、白の狩人総本部へとけしかける。その混乱に乗じ、五騎士の一人ロビンをおとりとして、道を作る。やがて最後の段に達した時、ジョセフがテオドールの首を取り、計画は完了する。,ふん、間抜けめ,この勝負……必ず勝つ,戦いの年季が違うんだよ
786,[炎憐皇]フィリス,6,火,もう幾日も、その火は灯り続けている。燃ゆる槍「獄炎槍」。フィリスの魂を対価をして灯され続けるその炎が、ドラゴンの厚き鱗を溶かし貫き、肉を焼き焦がす。あと幾匹のドラゴンが、此処には残っているのだろうか。フィリスは考え、そして止める。故郷なき今、心残りは何も無い。もはや命を長らえる意味も。ただふと命のこの際で、思い出すのは、孤児院で暮らす子どもたち。そして一人の少女の姿。ここに至り、ようやく彼女はその事に気づく。やがて灯り続けた火が消える。,燃え尽きろッ！ドラゴン！,つらぬけぇーーーーッ！！,その魂すら、灰にするッ！！
787,[救世皇]ウルスラ,6,水,二つの月が夜に照り、二つの影をうつし出す。一つの剣と、一つの盾。その二人は互いを支え合うようにして、その場に膝をついていた。彼女と彼の胸からは血がにじみ、蒼の装具が朱に染まっていく。矢は的確に、心の臓を貫いていた。故に「呪い」は、破壊出来た。ウルスラに架された番の呪い。ルークの命と、彼女の故郷、それらを縛る悪食王の邪悪な呪い。呼吸が細く、薄くなる。後悔などは微塵もなかった。しかし、やがて流れて落ちた涙を、月の光が照らしていた。,正義の為に、己は捨てた！,迷わず、貫く！！,もはや私に迷いは無いッ！
788,[騎聖皇]エンゼリカ,6,光,眼前に、おぞましき光景が広がっていた。そして、耳に響くは悲痛なうなり。痛みに身をよじ、泣き、叫ぶ者。岩の如きに強張りつき、竜の鱗に覆われし者。自我を失い、竜化した者。其れに喰われて四散した者。生き延び、いまだ発症せぬ者は、門戸を固く閉ざしたまま、騎士王たちの問い掛けに、一切の返事も無い。雲は厚く、村は影に包まれている。騎士王、そしてエンゼリカにとって、出会ったことの無い「悪」が、即ち「正義」という名の根底が、瓦解の音を響かせ始めた。,それでも私の正義を貫く！,此れが正義と言うのならっ！,絶対ここで止めてみせる！
789,[絶園皇]ヴァイオラ,6,闇,神の使徒たるヴァイオラとフィオナ。彼女たちに、或る「人形」の破壊の命が下った。人が造りし模造の人。オクタヴィアと名付けられた其れは、依り代の原理を元にし、生み出されていた。その行いは、神の領域を犯す。しかし或いはそれだけならば、神の目にすら留まらず、静かに生を送れたかもしれない。しかしその人形に心を許し、果ては自身も堕天しかねぬ、愚かな使徒が現れたことで、ことの有り様は大きく変わった。即ち四つの人形は、その瞬間から絶望へと歩みを進める。,絶望を、くれてやる,死が二人を分かつまで……,捨てろ、希望を
790,[希園皇]フィオナ,6,無,痛みは無い。槍が体を貫く感触、そして自由を失くした体の重さが、彼女の感じた最後の感覚であった。やがて体が地に落ちる頃、その魂は既に無い。その境界に至り達する、ほんの僅かな刻の中、しかしヴァイオラは想った。死をもち二人が分かれたるなら、それこそ決して誰も及ばぬ、神すら止めることの出来ない自由であると。そのせめてもの希望を抱き、やがて瞳は暗く沈む。そして体が地に落ちた時、彼女の右手が、フィオナの左の手に重なった。,希望を、見出しなさい,死が二人を分かつまで……,すがりなさい、絶望に
791,[焔帥皇]フォスター,6,火,フォスターは人の役に立ちたかった。人々が竜の姿に怯えることなく平和に暮らす世界。その為に、彼は昼夜問わず没頭した。竜を退治し、人の世を救う発明に。貫きえぐる「矢弾」、浴びせ焼く「流炎」、斬りはねる「擬刃」、潰し散らす「風槌」。多くの物を彼は造った。そして造った物は、多くの竜と、しかし、いくばくかの人をも壊した。それでも彼は造ることを止めなかった。やがてその発明を恐れ出した人々は、彼を悪魔と罵った。それでも彼は創ることを止めなかった。,貫き、えぐる,俺は救いたかっただけだ,削り、剥がす、廻槍
792,[瀧提皇]ターナー,6,水,開け放たれた窓を通して、やわらかな雨の匂い、そして音が部屋の中を包み、満たす。初めて出会った時からずっと、妻と雨は共にあった。故に、ここ十数年のターナーの思い出も、常に薄く暗い、それでいて心地の良い雨の風景によって満たされていた。その風景の中で妻は、いつも静かに笑っている。ターナーは彼女の悲しみの表情を知らない。今、横たわる妻の手は降り続ける雨よりも冷たい。しかしそれでも、彼女は微笑む。やがて微笑み終えた頃、長かった雨が上がっていた。,この音色を、楽しめ,終幕の、時間だ,もう、雨は、止んだ
793,[離元皇]エドワーズ,6,光,五人の子どもの、色とりどりの声が聴こえる。はしゃぎ声、笑い声、泣き声。子どもたちはその、小さな家の小さな庭で遊んでいた。エドワーズは子どもたちの遊ぶ姿に思わず笑みを浮かべる。と、不意に家の扉が開き、一人の女性がかごを抱えて外へと出てきた。彼女は子どもたちに微笑みかけながら、洗濯物をかごから取り出す。そして遅れて、家の中から見知らぬ男性が姿を現した。堀の影からそれを見たエドワーズは、優しい笑みを浮かべたまま、一人静かにその場をあとにした。,これが最終解答だ！,間違いなんて一つも無かった,私は静かに見守るさ
794,[首牙皇]スミス,6,闇,其れは一つの軍隊とも言えた。スミスは盗賊王への粛清を決行すべく自ら指揮を執ることを決めた。即ち其れは、己の配下百余人の統率。いずれもスミスに忠誠を尽くす、筋金入りの「犬」たちであった。貧困の街で幼き頃から泥をすすり、這いつくばり、隙あらば「人間」の喉に喰らい付いてきた「犬」たち。それらをスミスは拾い、集め、彼の理想の集団を創り上げていた。やがて「貿易真社」と名を変えて世界の悪を牛耳る者らが、スミスの歪んだ笑みと共に静かに産声を上げた。,行くぞ、犬どもッ！！,その牙、根こそぎ抜いてやる,四の五の言わず、死ね
795,[司処皇]ロビン,6,無,一段上の階段に足を掛ける。木板が軋む音を感じた。アポロース家の復権の為、取れる手段の限りを尽くした。権力という上るべき階段を駆け上がった先、ロビンは己に架せられた最後の階段と対峙していた。しかし視界はどこまでも暗い。また一段、階段を上る。両腕を支えられ、つまずかないよう、ゆっくり、ゆっくり、上っていく。やがて数えて十三段、上った所で歩みは止まり、頭を覆った布袋が剥がされる。処刑の台のその頂で、ロビンは射す陽の光に目を細めた。,私は、上りきった！！,目指したのは、この頂だ！,晒すがいい、貴様も憐れに
796,[爆炎皇]レイチェル,6,火,夜。草原に用意された幾十もの杭。そして、その杭に縛り付けられた幾十もの幼き竜。杭と竜は円状に配され、その中央にはレイチェルが居た。と、瞬間、鮮やかな火花が舞う。一つ、二つと連結し、それはいつしか大きな円を描き、辺りを照らし出すほどの、まばゆい虹の爆炎となった。見る者全ての心を奪うほど、その爆炎は美しいものであったがしかし、生憎今その虹を目に出来るのはレイチェルのみ。そして残るは無数の骸と、虹に誘き出されし幾百の竜。,さぁ、死に花をッ！,芸術は、爆散よ,爆ぜろ、散らせ、花を
797,[偽己皇]メアリー,6,水,其れは記憶の欠片。悪食王と海姫の戦いが終わった。地に伏す者と、地に立つ者。メアリーは微笑みを浮かべ、傷だらけの体で尚そこに立ちつくす戦いの勝者の元へと歩み寄る。全てが彼女の思惑通りであった。今、この刻に至る道程も、果たして決まった勝者と、敗者も。勝者、即ち悪食王の魂はしかし、もはや風前の灯火であった。その手から剣が落ち、音を立てる。地に伏し血に染まる敗者に一瞥もなくメアリーは進む。やがて、ゆっくり上がったその腕が、悪食王の胸を貫いた。,心臓は、貰って行くよ,あぁ、もう起きなきゃ……,これは目が覚める痛さだよ～
798,[戒悪皇]ローザ,6,光,すぐに良くなる、とローザは言った。その時すべきだった事は、本来ならば母親らしい看病を経て、診療所へと連れて行くことであった。しかし、嘘、偽りの御託を並べる邪悪な彼女の心の中には、そんな想いは微塵も無かった。それはまさに、真なる悪魔。ローザが愛娘に対して最後に行った実験は、まさしく「竜化」のそれであった。或いはそれが彼女の娘に対する愛情表現なのかもしれないが、少なくとも娘のその後の人生は、業に抗い続けなければならない辛く厳しいものになる。,へっちゃらでしょ？,全然痛くないからねー？,張り切っちゃうぞー！
799,[呪血皇]ノーラ,6,闇,旅を続けるノーラが立ち寄った、とある街中。帝国の領土内に在るその街には、幾つもの医療施設が存在していた。或いはその街全体が、医療の為に造られた一つの大きな箱庭のようでもあった。ノーラは事前に聞き及んでいた情報を元に、ある建物を目指した。白く、大きな箱のような立方体の建物。窓は無く、まるで外からの侵入を拒み、中からは何も逃さぬ風体の其れは、名を「特異病態管理棟」といった。間近で建物を見上げるノーラ。と、その入り口から銀髪の青年が姿を現した。,償いは、まだ終わらない,私は必ず目的を果たす！,意志が、貫く
800,[悪食皇]ローレッタ,6,無,悪食王の魂を引き継ぎし幾人もの魔女が、役目を終えた宿主を見下す。両の腕を無残にもがれ、壁を背にして地に腰を落とすその女は、自らが流した紅く揺らめく血の上で、弱く浅い呼吸を繰り返していた。自らの記憶、或いは人格を封印し、必死で悪食王の魂と戦ってきた女。しかしその実、女の中のもう一人の女は永い刻をかけ、悪食王の魂と融合を続け、そして其れは成った。やがて、ローレッタの口から漏れる猫のような奇妙な笑い声とともに、女の首は宙を舞った。,ニャハハハハハ！！,恐怖の門は開かれたッ！,心臓を捧げるがいい
801,[蜘焔王]パプリカ,5,火,世界の何処かに存在するという、この世の全ての魔導書が集う「禁書館」。広大なる館内のその一角に、或る時一匹のクモが棲み着いた。正確には元々人であったそのクモもどきは、毎日本を読んで暮らした。ページを捲るは風の気まぐれだったが、様々な書の断片は彼にかつての記憶を思い起こさせた。一日の終り、彼は必ず架空の日記をつけた。それはクモの糸で紡がれた、脆く儚いものであったが、やがて連なり膨大な量になる。即ちそれが、パプリカを生む「魔導書」となった。,私の焔にお気をつけください,振り落とされぬようご注意を,私が全力でお守り致します
802,[蜘緋王]パプリカ,6,火,或る朝クモが目覚めると、そこに彼女は立っていた。パプリカと名乗るその女性は、自身がクモの紡いだ「魔導書」から生み出された存在だと語った。あまりに突然の事に驚くクモだが、そんな事には構い無く、彼女は彼を肩に乗せる。再び驚くクモに対し、パプリカは言う。主の体を取り戻しましょう、と。それが三度目の驚きであった。物言えぬクモの、しかし心は湧き立つ。だがそれ故に、その時彼は気づいていなかった。八つある足の一つが石の如く動かなくなっている事に。,私の毒にお気をつけください,焼け朽ちぬようご注意を,全て私にお任せください
803,[傭兵王]サンダース,5,闇,未来における戦争では主に二つの勢力が覇権と己の威厳を掛け、永きに渡り争い続けていた。機械や人工知能によって人類の新たなる進化を追い求める「第七帝国」とそれに反する「王律軍」。両者の戦力はほぼ互角。人を素体とした半人造の兵士や完全機械の戦争人形なども誕生したが、何れも終戦への決定打には成り得ていなかった。そんな中、恥もかつての名誉すら捨てただ金の為だけに戦に参ずる集団がいた。その集団「VULTURE」の隊長こそかつての英雄サンダースである。,旅立ちの準備はいいか？,こちとら遊びじゃ無いんでな,作戦フェイズ27発動 アウト
804,[大佐王]サンダース,6,闇,見上げれば今日も空は曇っている。度重なる戦争によって焼け朽ち、汚染れた大地から舞う「黒き灰」は、厚い膜と層とを成し、世界の大半を覆っていた。サンダースは指に挟んだ煙草をくわえ深く息を吸い込む。彼が率いる傭兵集団「VULTURE」は今、雇い主たちの依頼にて、その標的と対峙していた。なけなしの食料と、僅かな水。今、目の前で翼を広げる凶悪な「竜」の討伐には少し安すぎる報酬だったかもしれない。しかしそれでも煙を吐いた口元に、確かな笑みが浮かんでいた。,誇りを捨てた覚えはないな,報酬、確かに受け取った,目標爆撃 座標2289 アウト
805,[給仕王]エスタ,5,水,王国にほど近い海岸。そこにある「虹色食堂」にて、エスタは給仕、及び食材の調達を担当している。決して人前に出ない料理長とは店に勤めて以来扉越しに話をするのみであったが、それでもその料理がエスタの心を掴んで離さなかった。しかし或る時、料理長を不調が襲う。やがて一切の料理が創られなくなった食堂は、一時休店を余儀なくされてしまった。このまま店が無くなる事、そしてそれ以上に料理長の料理が絶たれる事を危機と感じたエスタは意を決し厨房への扉を開いた。,ごっつぁんですッ！！,いっただっきまーす！！,こいつ食べられんのかなー？
806,[食達王]エスタ,6,水,真紅のドラゴンを仕留めつつ、エスタはその日六度目、通算千百二十四度目の溜め息をつく。休店状態にある「虹色食堂」の厨房に足を踏み入れたエスタを待っていたのは、料理長の不在、そして一通の手紙であった。そこには一言「七色竜を探しに行きます」とだけ。そのようなドラゴンの存在すら耳にした事の無かったエスタだったが、瞬間やるべき事は悟っていた。即ちそれこそ料理長の求める食材。そして食材調達の意地と誇りを掛けた、七色竜を探す長い旅が始まった。,ごちそうさんっ！！,大地の恵みに感謝しますッ！,さてこいつの調理方法は……
807,[占星王]キララ,5,光,<span style="color:#FF1493"><strong>[GD4988 一の月・光の讃日]</strong></span><br class="spacer">んー、くらくてなにも見えないでゆ。もしかしたら、こわれちゃってゆのかもしれない……。せっかく今日はお星さまが見えゆと思ったのにざんねんでゆ。お星さまが見れないとなんにも未来が見えないでゆ！困ったなぁ……。このあいだから、なんだかあんまりよくないお星さまの巡りな気がするでゆ。あ、そうだ！トトユならなおせゆかもしれない！あしたたのんでみゆでゆ。たのしみでゆ。,なにもみえないでゆー,まっくら！
808,[綺羅王]キララ,6,光,<span style="color:#FF1493"><strong>[GD4988 十五の月・光の讃日]</strong></span><br class="spacer">んふふ、やったでゆ。直してもらったでゆー。これでお星さまが見れゆでゆ！王さまからいそいで未来を見ておくれとお願いされていゆので早く見てみないとでゆね。あ、そうだ！でもトトユにお礼してこなきゃ……。あ、でもそれは後からでも大丈夫でゆね、たぶん。王さまからのお願いの方がきっと大切なはずでゆ！決してお星さまをいちはやく見たいとか、そういうことでは無いでゆよ！んふふ、では、さっそく見てみゆでゆ！,きれいなお星さまでゆー,きらきら！
809,[天機神]ディラル,5,光,注意：閲覧、解放禁止<br class="spacer">封印指定原書：No.0013<br class="spacer"><br class="spacer">表題：神ノ鎖ニ縛ラレシモノ,次はてめぇが血を見る番だ,俺に指図するんじゃねぇ
810,[天騎神]ディラル,6,光,「バベル」に幽閉されし神、ディラル。彼はそのあまりの邪悪さ、そして凶悪さから古の神々によって封印されていた。その封印は数千年の間、一切破られる事無く、また解かれることなく固く閉ざされている。しかし今、その扉に手を掛ける者が一人。これで全ての「鍵」が揃う。或いは「駒」というべきか。七つのオリジン、そして三つの古神。これらの破片をもってして、この世の竜の全てを滅し、神に代わって世界を統べる。それこそ彼ら「帝国」の、唯一絶対なる目的。,てめぇら全員八つ裂きだ,これで俺を縛ったつもりか？
811,[造鉄王]ヴィルダー,5,火,ここに「魔剣」に関する全てを記す。この魔剣に名は無い。理由は二つ。一つ、これは所持者の心の有り様によって、剣にも、盾にも、鎧にも姿を変える。故に定める形は無く、故に定める呼び名も無い。二つ、私が、私の打った戒器に名を付けぬのは、後にも先にもこれのみである。それ程に私はこの剣を憎む。私はこれを呪われし魔剣とし、此処、神の山嶺の地下深くに、この書と共に封印する。そして願う。二度と誰の手にも渡らぬことを。<span style="color:#FF1493"><strong>[P.003]</strong></span>,おめさん、すまんな！,だから、駄目だっつってっぺ！
812,[鍛冶王]ヴィルダー,6,火,私は妻の死に目には、立ち会えなかった。娘を産んで一日も経ってない間に、私が駆け付けるその前に、妻は逝ってしまった。それが「魔剣」が私にもたらした「不幸」だった。この「魔剣」は、絶対的な力と引き換えに、所持者に必ず不幸をもたらす。そして、それは所持者の命が尽きるまで、無限の如くに集い、続く。だから私は何度も魔剣を手放した。しかしそれは、どう尽くしても必ず私の元へと還ってくる。だから私はこの奈落の底で、この書と共に眠ると決めた。<span style="color:#FF1493"><strong>[P.682]</strong></span>,通してくれ、おめさん！,ごじゃっぺなやつだな！！
813,[同位六号]クロ,5,闇,オラクルの同位六号、その半分を形成する存在。失敗作として処分されることが定められていたが、片割れである白き魂の手引きによって刻の牢獄から脱するに至った。元々は「魂」だけの存在であったが、奈落の底にて息絶えていた者の体に定着することで、活動可能範囲を増加させている。オラクルとしての性質はほぼ失われており、体を得た事と同期し明確な自我を持った。故に、その精神的特性は元の体の持ち主のそれに近い。,チッ！邪魔すんじゃねぇ！！,くそッ！こっちは急いでんだ,蹴散らすぞッ！！
814,[刻眼王]クロ,6,闇,「刻の魔眼」の力を覚醒させた同位六号。尚、魔眼の力は時間移動を可能とするがそれは自由自在なものでは無く、あくまで一部の刻の牢獄へと通ずる事が出来るに留まる。力を活かし世界に散るオラクルの同位を全て抹消せんとした彼は、黒き竜と共にあらゆる時代を旅し、刻の眼を操る竜王として各地に様々な伝承が残されるに至った。しかし最期は竜ともども「帝国」に捕らわれ、その体は刻みつくされ「或る兵器」を蘇らせる為の素体となり、後に残るは魔眼のみであったという。,邪魔だ、どけぇッ！！,くそッ！もう時間が……無い！,かまってる暇は無ぇ！！
